,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,-1.0000007160862908e-08,58.38062922448637,12.057993409352964,-157.28537604202677,95.75825628176509,-9.99999136456821e-09,78.45123395202845,3.3844734891296895,-156.63677047136875,165.9333297332929,-9.999997888944266e-09,100.7367609303423,-22.82212917596924,-176.63188270866416,354.6980727396692,-9.999993738577818e-09,107.45290423229866,-8.21216749971899,-241.30812033034297,257.83626302920845,-9.999925191125576e-09,129.6057299761865,3.9311570601065,-366.16550608772377,230.47432379862863,-9.999936612934039e-09,144.6667969334718,-34.52035202032482,-255.78132073833524,347.22419289226866,-1.0000000777599313e-08,152.32204948097043,-15.640116936125388,-323.80855820578046,399.4184349788381,-9.999981636109259e-09,153.0791300745938,8.984699763774245,-359.04521636205226,335.361932498995,-9.999982964226521e-09,140.65695455515572,-8.47698360999862,-422.5761035898609,397.49444772253435,-1.0000026991313793e-08,145.2862630980301,-0.48228710147492393,-383.2146220423865,420.7606220665699,-1.0000018159333994e-08,133.67969558050825,20.867391910986157,-360.74026067664227,260.28768364121015,-9.999983694691016e-09,183.24640157527833,-32.45359736668459,-320.0243662794003,475.21685592207166,01
1,-1.0000000155044345e-08,65.4700817239759,17.70943379555118,-186.18771074887312,88.94567329709854,-1.0000007028051183e-08,93.5611991480186,22.821868537274096,-258.93975050608935,161.1016372766385,-1.0000010389848004e-08,131.90829355356087,-6.649507036745241,-290.51221143413557,388.78012848536747,-9.999998254176513e-09,99.94243072068869,4.235153908248865,-276.3345449487616,259.1444880873493,-9.99994610897247e-09,121.11621673275306,6.859048645828736,-358.9574791617102,311.0269129789422,-9.999999499286448e-09,139.79599560572242,6.298328871779972,-291.5014863368432,286.29192436403713,-9.999975892002096e-09,154.30490787757628,-0.04946155374864247,-408.5670379408649,385.9687959313249,-9.999967159631091e-09,155.0277431604242,21.2009372747505,-391.07797279849933,345.0758597474953,-1.0000018657377967e-08,151.4094918042255,6.451439242522454,-335.84990714986355,435.1911429175117,-1.0000012216009241e-08,117.57802767638113,8.01621092953684,-249.92397423816254,342.31776184188686,-9.99998694857831e-09,120.44827685917681,2.418141819180576,-336.4319778594096,296.6102624860689,-9.99999629520355e-09,149.894834164354,-24.568036414234278,-348.71429116847764,481.88680686333777,02
2,-9.999992775692803e-09,63.79956787369241,18.186652847878236,-204.57924008876992,72.92962868585808,-9.999987214201762e-09,77.43814634519825,18.513068998994335,-215.00014035555932,153.30075326238676,-1.000000032520937e-08,113.01616798346419,-4.272415229667056,-236.76087918904457,452.22011108400307,-1.000000911153514e-08,108.27325460595137,6.404263127672367,-288.0245931910146,292.14814214483096,-9.999988343101437e-09,143.26656850279548,12.76817447059878,-335.74691103105295,274.38416157498864,-1.0000043526373718e-08,143.8078653536988,-3.298008812360308,-323.83239924021325,386.9557268448368,-1.0000003433833839e-08,173.43092922169257,9.90763239267118,-315.6562641420421,469.7164446300494,-9.999981569703394e-09,136.793535272054,-21.284821899561237,-294.41050253495507,423.04545262777214,-9.999991065741826e-09,138.03458867003857,-10.435778510070506,-310.19584721722913,409.78894100087655,-9.999987280607627e-09,167.79506120921778,-12.005201329971015,-316.65851347231205,447.71285291092903,-9.99996377293207e-09,131.89630928846222,2.6685684665746265,-397.56169571328996,246.59988297721583,-1.0000005326400939e-08,173.25050192621745,-4.952554662530046,-491.49604999061484,492.948272357383,03
3,-9.999999607195975e-09,50.60779463994854,11.092351227644269,-120.9965387664536,89.22255100073073,-1.000000062818612e-08,67.23981835407619,9.693476056242126,-167.4829096367057,154.73675637413282,-1.0000005276596541e-08,93.68705688387644,2.96364037555362,-242.34348855807107,265.52910444820515,-1.0000000030533353e-08,67.35165280378942,12.381724136670655,-199.2681115987183,161.83691688119592,-9.999998636010226e-09,144.20488313156412,-8.300866014126811,-346.5852419944971,325.12988220226,-9.999992128235636e-09,151.04488045864247,-5.791977730419717,-454.2509216814159,370.54721604538713,-1.0000002771331595e-08,132.8594249116058,-0.4732197760414529,-373.95876506065696,398.11383258236026,-1.0000025995225846e-08,164.76446030804001,21.433251560993696,-374.92921819109927,317.63076894052597,-1.0000023870238225e-08,142.08399457174676,6.572292514351716,-281.399490039504,379.1443262560294,-1.0000040073268834e-08,107.06950591974311,3.869568796955207,-304.33181858986245,245.42893333498836,-9.99998356187929e-09,125.90907796247913,-1.1279086513861358,-277.50042530668395,295.656451763766,-9.999993190729447e-09,169.51860641540037,-13.723653140310024,-493.66665037721486,433.3631107090849,04
4,-9.999998370386773e-09,65.65137200767782,21.232975288545447,-153.0220108067871,93.25284570776924,-1.0000022608526825e-08,94.21789290565951,-12.82298115232065,-205.97466547565523,206.46808831732085,-1.0000031838941804e-08,135.8170514586025,-19.612615643250503,-234.83213577114753,318.65933008720594,-9.999982100950301e-09,121.04136809145817,-13.33840423442247,-261.148175141933,247.60092902837027,-1.0000003550044099e-08,137.26905730205266,-17.289017223382576,-267.57730955449995,320.24417206327746,-9.999992460264953e-09,188.80541422641323,-14.84536344689107,-396.31267407951594,459.75459787210264,-9.999993124323585e-09,157.154310528542,23.730400367777698,-548.6379957683735,296.5698121414334,-9.999987413419352e-09,189.7185138237719,10.065345088547375,-506.93441353620887,411.323672589347,-1.0000016233563962e-08,164.01326505818312,-7.125245111140593,-421.24274871016667,599.1151888483183,-9.999945179290386e-09,126.79919979203576,9.17293893909175,-383.0628842515566,303.17601614856414,-9.999989737624564e-09,139.42030949906916,0.8897217100213197,-421.4092598334779,392.57549161480097,-1.0000001126230095e-08,126.23968774421213,12.441797689624003,-331.5740566349964,285.5333815478582,05
5,-1.000000799923693e-08,72.22674955632142,28.105360923239367,-192.99999393325942,96.06224451697383,-9.999993555961695e-09,81.73337723438074,-2.145308689606253,-188.45227485017384,175.677864591942,-9.999989505204042e-09,104.4002663336895,5.888381199506014,-200.2514070357573,271.0289108951308,-9.999992061829773e-09,95.87179839027552,6.068141062084777,-223.42268197612125,201.6867689594866,-1.0000068096543087e-08,140.32183185459473,-1.823775141748456,-260.74064081514473,258.82560398576936,-1.0000028253025193e-08,135.3423132808331,-3.7721436980457383,-299.47216090529446,342.5317519278401,-9.999996901157051e-09,135.98053085225024,3.9222583639278863,-297.29325113613385,267.48951010770656,-1.0000025530384804e-08,145.8126612772777,-9.841592781910606,-432.0492664563809,340.82816644302557,-9.999997639922279e-09,132.70606021014487,-17.230252212208924,-339.9453794570451,414.76608177331474,-1.0000018358551584e-08,160.1933817114493,-2.5930265309192606,-367.60229398163347,308.79583890513584,-9.99997874745421e-09,118.87135679715308,-12.166378851263325,-240.19871455800055,395.6054003569439,-1.0000010705275854e-08,148.37593848572274,2.8117068021369853,-342.4898459481025,434.9115181458924,06
6,-1.0000007634004683e-08,61.198543428870806,15.134841027888534,-173.85219585064897,89.80119138239355,-9.999981702515121e-09,113.56044240674002,40.05061691092776,-283.67753868837775,168.43038985000462,-9.999992061829773e-09,95.80399529461981,2.747151273451042,-200.45503476092978,267.2798555521985,-1.0000013278503051e-08,127.42093435390332,-12.30834959709562,-280.6731195750152,386.87549587653285,-1.000000713596071e-08,154.09625379135562,9.108082620852059,-444.8834042665384,393.3262354026891,-9.999987413419352e-09,127.45669883427384,11.268481418940482,-294.04630929130343,245.48200020990313,-9.999991596988731e-09,145.70994203782382,0.9955332871473672,-328.674887645406,377.95820381695034,-1.0000012846864941e-08,174.33246433409943,21.939216090903855,-483.1979111738773,332.17196002218407,-9.999992989436675e-09,131.71360645707486,0.6100123891102573,-379.20992982777506,322.70757555446187,-1.0000044854490982e-08,114.58331732005273,-1.9530851710876789,-235.55859415217606,324.13625555727594,-9.999975659581574e-09,135.7925714834384,-9.339788373688066,-415.9111456591465,257.55647541010256,-1.0000002387941494e-08,152.3119220566929,4.213806511931587,-303.7184357203403,383.99836154060614,07
7,-9.99999944948205e-09,54.77515733282561,10.944952388008758,-191.1753389948995,81.63223850857858,-9.999992493467883e-09,75.29685536739763,-4.126049301273479,-183.29479356571136,140.2706815532918,-1.0000007634004683e-08,103.93819664568473,-12.11606842831129,-240.3771114985771,365.5627798908236,-9.999998237575046e-09,124.02331845208565,-2.2049090975736334,-287.5590313005017,265.7873835752093,-1.0000076198058392e-08,139.41521420937727,14.621906847862476,-355.0728162821413,273.0249698061931,-1.0000021081191973e-08,127.08318532195963,4.3314912949974484,-336.23186979547074,251.39251802359394,-9.999997141878304e-09,138.4454612927789,-6.035047058961645,-446.8568966603702,341.3081714563818,-9.999984690778963e-09,142.96768905954534,1.5197065846357987,-318.53181725996683,363.6146204909194,-9.999954011270186e-09,125.79681979068084,-9.21186478691125,-342.13264046389673,349.1668298992997,-1.00000022883327e-08,150.9943674463336,-17.970588977760364,-408.07490080317365,305.2098799381826,-9.999993522758763e-09,111.37134063450664,-5.275622520042006,-287.3215184907163,334.1679528481517,-1.0000000694591983e-08,133.73885803200005,1.0518580850615655,-296.57033119658354,335.84060939202186,08
8,-9.999995672648582e-09,54.65373482283812,19.844389028895655,-193.69198746739576,68.01608557048593,-9.999990335277331e-09,87.90139961490944,-6.55307707896403,-209.58759890355728,207.7170623537607,-9.999989970045084e-09,138.76778793670934,25.320756454003895,-271.84618057992066,290.11492056344315,-1.0000012780459078e-08,110.66057458947135,-12.665398007244548,-242.04851199674172,262.4260719347242,-1.0000007467990025e-08,98.52579633521611,11.852588448519484,-311.4423470651711,226.24078405225544,-1.0000012448429761e-08,139.17577524664645,11.376893680897126,-419.27088857569885,276.35725208797817,-9.99994717146628e-09,140.83702858494257,-15.85387515426391,-317.7956948044897,363.7519630936061,-9.99997366740568e-09,142.68621838736067,13.920247473078362,-337.0157739760648,407.96943489148777,-9.999976390046068e-09,131.30148495355107,7.839305221574669,-297.799438391257,308.0596987371236,-9.999965765107964e-09,169.19474673662103,-5.055333221355582,-401.7066695489103,469.1096576779655,-9.999995498333192e-09,165.8754229596884,6.720946500259972,-398.26430836820566,356.762560373779,-1.000000271997081e-08,125.61440249272985,1.5929998103978988,-286.73038419724975,249.5350572525091,01
9,-1.0000009038903725e-08,64.5970255209232,29.2409132610478,-206.706237347779,76.29902126146857,-9.999996477819674e-09,98.34720766869293,-7.664489305219405,-183.77419600418096,260.9223977875346,-9.999998469995568e-09,155.62455028455844,5.397944687342044,-379.9810021475611,317.8339849596708,-9.999936745745765e-09,98.55900531716664,14.586400960085015,-344.18520415101966,215.30710494233705,-1.0000011385935952e-08,108.66901398092675,5.733261651250778,-320.6984723361669,236.14544039660595,-1.000005428412355e-08,142.91954684020064,-2.821432977503605,-483.7790156907211,273.2490853805528,-1.0000010655471457e-08,192.59653526711756,-9.946714252510013,-426.3403261078432,504.10788121599654,-1.0000045120114435e-08,128.62670396615292,3.132634765233462,-482.2938488394352,323.8622329359507,-9.99999385478808e-09,154.4243493371958,15.631769975327508,-439.85286785550977,398.49792004769006,-1.0000013975764615e-08,157.30974945209067,-17.86062062991516,-428.0660598244094,509.78647378832363,-9.999991198553553e-09,174.3162390811478,14.015508165091987,-368.0192475542649,399.2749104930075,-1.0000000229750942e-08,130.11566291210403,1.8079708433348856,-286.3674108403452,331.94629209225087,02
